,at,like,loc,re,tag,time,twit
149,,17000.0,,5100.0,,9:57 AM - 9 May 2016,"If I only had 1 person running against me in the primaries like Hillary Clinton, I would have gotten 10 million more votes than she did!"
150,,19000.0,,6100.0,,9:56 AM - 9 May 2016,Crooked Hillary Clinton says that she got more primary votes than Donald Trump. But I had 17 people to beat—she had one!
151,"[Valdosta_Monkey, ChrisCuomo, realDonaldTrump]",9700.0,,4400.0,,5:17 AM - 9 May 2016,"""@Valdosta_Monkey: @ChrisCuomo @realDonaldTrump  Is Chris serious, lying or misinformed? Bill Clinton signed NAFTA pic.twitter.com/dFDvYQrN1v"""
152,"[daybastrop, foxandfriends, BretBaier, realDonaldTrump]",10000.0,,3600.0,,5:15 AM - 9 May 2016,"""@daybastrop @foxandfriends @BretBaier The liars that signed the pledge and now won't support @realDonaldTrump IS the reason they are losers"
153,"[NathanDWilsonFL, MariaBartiromo]",7300.0,,2000.0,,5:05 AM - 9 May 2016,"""@NathanDWilsonFL: @MariaBartiromo you had a great interview with Donald today! I started watching your show due to Donald Trump."
154,"[MariaBartiromo, FoxBizAlert]",5700.0,,1200.0,,4:33 AM - 9 May 2016,Will be interviewed by @MariaBartiromo on @FoxBizAlert  at 7:30 A.M. Enjoy!
155,"[RichBooth6, realDonaldTrump, CNN]",6900.0,,1700.0,,4:24 AM - 9 May 2016,"""@RichBooth6: @realDonaldTrump @CNN good interview Mr. Trump. You set the facts straight."" Thank you."
156,[Morning_Joe],11000.0,,3500.0,,3:39 AM - 9 May 2016,"Wow, I hear @Morning_Joe has gone really hostile ever since I said I won't do or watch the show anymore.They misrepresent my positions!"
157,[CNN],5800.0,,1200.0,,3:27 AM - 9 May 2016,I will be interviewed on @CNN at 7:00 A.M.
158,[drmoore],7500.0,,2300.0,,3:05 AM - 9 May 2016,.@drmoore  Russell Moore is truly a terrible representative of Evangelicals and all of the good they stand for. A nasty guy with no heart!
159,"[mathewjmari, FaceTheNation, realDonaldTrump]",5300.0,,1400.0,"[MattSchlapp, jenniferrubin, GOP]",2:49 AM - 9 May 2016,"""@mathewjmari: On @FaceTheNation #MattSchlapp was on the ball & #jenniferrubin is in a time warped stupor. @realDonaldTrump will EXPAND #GOP"
160,"[NewDay, CNN]",5300.0,,1200.0,,2:34 AM - 9 May 2016,I will be interviewed on @NewDay @CNN at 7:00 A.M.
161,,22000.0,,7400.0,,2:32 AM - 9 May 2016,I will win the election against Crooked Hillary despite the people in the Republican Party that are currently and selfishly opposed to me!
162,"[seanhannity, FoxNews]",7600.0,,1700.0,,7:04 PM - 8 May 2016,On @seanhannity show @FoxNews now. ENJOY!
163,,26000.0,,9300.0,,1:15 PM - 8 May 2016,"Crooked Hillary just can't close the deal with Bernie. It will be the same way with ISIS, and China on trade, and Mexico at the border. Bad!"
164,"[KellyannePolls, meetthepress]",12000.0,,3300.0,,8:30 AM - 8 May 2016,".@KellyannePolls  Kellyanne, you were fantastic on @meetthepress today. Keep going - I will win for the people. MAKE AMERICA GREAT AGAIN!"
165,[meetthepress],8200.0,,1700.0,,6:28 AM - 8 May 2016,I will be interviewed on @meetthepress this morning. Enjoy!
166,,7800.0,,1700.0,,6:25 AM - 8 May 2016,I will be interviewed on This Week with George S this morning. Enjoy!
167,"[matandsher, realDonaldTrump]",13000.0,,3900.0,,10:57 PM - 7 May 2016,"""@matandsher: I want a leader that will shoot straight with us. The politicians can't. @realDonaldTrump will give his all for us!"
168,"[edgoeas, JudgeJeanine]",11000.0,,2800.0,,6:29 PM - 7 May 2016,.@EdGoeas thank you for your support tonight on @JudgeJeanine.
169,,28000.0,,10000.0,,10:46 AM - 7 May 2016,"Remember when the two failed presidential candidates, Lindsey Graham and Jeb Bush, signed a binding PLEDGE? They broke the deal, no honor!"
170,[Teamsters],23000.0,,7600.0,,8:53 AM - 7 May 2016,I am honored that the great men and women of the @Teamsters have created a movement from within called Teamsters for Trump! Thank you.
171,[Teamsters],20000.0,,7000.0,,8:47 AM - 7 May 2016,"I am going to keep our jobs in the U.S., and totally rebuild our crumbling infrastructure. Crooked Hillary has no clue! @Teamsters"
172,,8800.0,,2800.0,,8:36 AM - 7 May 2016,"Join me in Washington today!
Spokane tickets:
http://bit.ly/1QUVzx2SPOKANE 
Lynden tickets:
http://bit.ly/272P0V4LYNDEN pic.twitter.com/C7HhNvO01T"
173,,23000.0,,7400.0,,7:44 PM - 6 May 2016,"Goofy Elizabeth Warren is weak and ineffective. Does nothing. All talk, no action -- maybe her Native American name?"
174,,22000.0,,7200.0,,7:44 PM - 6 May 2016,Goofy Elizabeth Warren and her phony Native American heritage are on a Twitter rant. She is too easy! I'm driving her nuts.
175,,24000.0,,8800.0,,5:16 PM - 6 May 2016,Crooked Hillary Clinton wants completely open borders. Millions of Democrats will run from her over this and support me.
176,,21000.0,,7400.0,,5:14 PM - 6 May 2016,"Just met with courageous family of Sarah Root in Nebraska. Sarah was horribly killed by illegal immigrant, but leaves behind amazing legacy."
177,,20000.0,,7000.0,,4:16 PM - 6 May 2016,"Goofy Elizabeth Warren, Hillary Clinton’s flunky, has a career that is totally based on a lie. She is not Native American."
178,,18000.0,,6300.0,,4:16 PM - 6 May 2016,Let’s properly check goofy Elizabeth Warren’s records to see if she is Native American. I say she’s a fraud!
179,,26000.0,,8700.0,,4:15 PM - 6 May 2016,I hope corrupt Hillary Clinton chooses goofy Elizabeth Warren as her running mate. I will defeat them both.
180,[LindseyGrahamSC],9300.0,,3500.0,,2:01 PM - 6 May 2016,"Response to @LindseyGrahamSC:
http://bit.ly/1QUjCfyGrahamResponse …"
181,"[JoeNBC, Morning_Joe]",11000.0,,4200.0,,11:25 AM - 6 May 2016,I hear @JoeNBC of rapidly fading @Morning_Joe is pushing hard for a third party candidate to run. This will guarantee a Crooked Hillary win.
182,,13000.0,,3800.0,,11:03 AM - 6 May 2016,"Joe Scarborough initially endorsed Jeb Bush and Jeb crashed, then John Kasich and that didn't work. Not much power or insight!"
183,,25000.0,,8400.0,,9:08 AM - 6 May 2016,Thank you to teachers across America! When I become POTUS we will make education a far more important component of our life than it is now.
184,,30000.0,,11000.0,,5:38 AM - 6 May 2016,"Crooked Hillary has ZERO leadership ability. As Bernie Sanders says, she has bad judgement. Constantly playing the women's card - it is sad!"
185,,41000.0,,14000.0,,5:08 AM - 6 May 2016,"Paul Ryan said that I inherited something very special, the Republican Party. Wrong, I didn't inherit it, I won it with millions of voters!"
186,[Ausbiz],9500.0,,2600.0,"[MakeAmericaGreatAgain, TrumpTrain]",4:50 AM - 6 May 2016,"""@Ausbiz:  Many would say that you are the only talented person running for the top job this time! #MakeAmericaGreatAgain #TrumpTrain"""
187,,19000.0,,6000.0,,3:26 AM - 6 May 2016,"So many great endorsements yesterday, except for Paul Ryan! We must put America first and MAKE AMERICA GREAT AGAIN!"
188,,23000.0,,6800.0,,3:19 AM - 6 May 2016,"Governor Rick Perry said ""Donald Trump is one of the most talented people running for the Presidency I've ever seen."" Thank you Rick!"
189,,22000.0,,7300.0,,3:14 AM - 6 May 2016,"Unlike crooked Hillary Clinton, who wants to destroy all miners, I want wages to go up in America. We will do so by bringing back jobs!"
190,,18000.0,,6600.0,[Trump2016],8:19 PM - 5 May 2016,Thank you West Virginia. Let's keep it going. Go out and vote on Tuesday - we will win big. #Trump2016
191,,28000.0,,10000.0,,6:57 PM - 5 May 2016,"Can you believe Crooked Hillary said, ""We are going to put a whole lot of coal miners&coal companies out of business."" She then apologized."
192,,9200.0,,3500.0,"[Trump2016, MakeAmericaGreatAgain]",4:28 PM - 5 May 2016,"Join me tomorrow! #Trump2016
#MakeAmericaGreatAgain 

Omaha, Nebraska:
https://www.donaldjtrump.com/schedule/register/omaha-nebraska/ …

Eugene, Oregon:
https://www.donaldjtrump.com/schedule/register/eugene-oregon/ …"
193,,35000.0,,13000.0,,12:30 PM - 5 May 2016,"Bernie Sanders has been treated terribly by the Democrats—both with delegates & otherwise. He should show them, & run as an Independent."
194,,110000.0,,85000.0,[CincoDeMayo],11:57 AM - 5 May 2016,Happy #CincoDeMayo! The best taco bowls are made in Trump Tower Grill. I love Hispanics! https://www.facebook.com/DonaldTrump/posts/10157008375200725:0 …pic.twitter.com/k01Mc6CuDI
195,"[BretBaier, SpecialReport, FoxNews]",8000.0,,2200.0,,11:37 AM - 5 May 2016,I will be interviewed by @BretBaier @SpecialReport at 6pm ET tonight @FoxNews
196,,12000.0,,3400.0,,7:29 AM - 5 May 2016,Many reports that I will be attending the Alvarez/Khan fight this weekend in Vegas. Totally untrue! Unfortunately I have other plans.
197,,13000.0,,4500.0,,9:31 AM - 4 May 2016,"Join me in Charleston, WV - tomorrow! https://www.donaldjtrump.com/schedule "
198,[foxandfriends],9900.0,,2000.0,,3:12 AM - 4 May 2016,I will be interviewed on @foxandfriends at 7:30 A.M. Enjoy!
199,[TODAYshow],8800.0,,1600.0,,3:09 AM - 4 May 2016,I will be interviewed on @TODAYshow and Good Morning America at 7:00 A.M.
200,[Morning_Joe],7800.0,,1500.0,,3:04 AM - 4 May 2016,I will be interviewed on @Morning_Joe at 6:15 A.M. Enjoy!
201,,30000.0,,13000.0,,2:44 AM - 4 May 2016,I would rather run against Crooked Hillary Clinton than Bernie Sanders and that will happen because the books are cooked against Bernie!
202,,26000.0,,8400.0,,2:25 AM - 4 May 2016,What a great evening we had. So interesting that Sanders beat Crooked Hillary. The dysfunctional system is totally rigged against him!
203,[oreillyfactor],15000.0,,3600.0,,9:00 PM - 3 May 2016,".@oreillyfactor  Please correct, I WON Virginia!"
204,,40000.0,,12000.0,,4:38 PM - 3 May 2016,"Thank you Indiana, we were just projected to be the winner. We have won in every category. You are very special people-I will never forget!"
205,,30000.0,,11000.0,"[Trump2016, MakeAmericaGreatAgain]",4:14 PM - 3 May 2016,"Thank you Indiana! #Trump2016
#MakeAmericaGreatAgainpic.twitter.com/G4JlShRA6I"
206,,26000.0,,7200.0,,4:08 PM - 3 May 2016,"Lyin' Ted Cruz consistently said that he will, and must, win Indiana. If he doesn't he should drop out of the race-stop wasting time & money"
207,,25000.0,,7700.0,,4:02 PM - 3 May 2016,"Wow, Lyin' Ted Cruz really went wacko today. Made all sorts of crazy charges. Can't function under pressure - not very presidential. Sad!"
208,,13000.0,,5200.0,"[INPrimary, VoteTrump]",11:29 AM - 3 May 2016,"MAKE AMERICA GREAT AGAIN!
#INPrimary #VoteTrumphttps://amp.twimg.com/v/041ccb32-8615-4305-a4e7-daa2b932ed7e …"
209,,12000.0,,5200.0,"[INPrimary, Trump2016, VoteTrump]",9:50 AM - 3 May 2016,Polls close at 6pm! #INPrimary #Trump2016 #VoteTrumphttps://amp.twimg.com/v/1f0e3470-f030-47fc-8066-5c73447e2858 …
210,,11000.0,,4000.0,[Trump2016],8:31 AM - 3 May 2016,"Thank you America! #Trump2016
https://www.facebook.com/DonaldTrump/posts/10156999573740725:0 …pic.twitter.com/Hkt3YNccb0"
211,,12000.0,,4100.0,"[Trump2016, VoteTrump]",8:21 AM - 3 May 2016,"MAKE AMERICA GREAT AGAIN! 
#Trump2016 #VoteTrumppic.twitter.com/OKaL5UI4oJ"
212,,9000.0,,3200.0,"[INPrimary, VoteTrump]",7:22 AM - 3 May 2016,"MAKE AMERICA GREAT AGAIN!
#INPrimary #VoteTrump
https://instagram.com/p/BE8rv_amhc4/ pic.twitter.com/YPwDZ8Irch"
213,,12000.0,,4500.0,"[INPrimary, VoteTrump]",4:23 AM - 3 May 2016,"MAKE AMERICA GREAT AGAIN!
#INPrimary #VoteTrumphttps://amp.twimg.com/v/598fcd12-9666-4834-a9d6-f4549de038e8 …"
214,,13000.0,"South Bend, IN",4200.0,"[VoteTrump, INPrimary]",7:11 PM - 2 May 2016,"Thank you South Bend, Indiana! Everyone get out & #VoteTrump tomorrow! #INPrimary
https://instagram.com/p/BE7YHv1mhRR/ pic.twitter.com/xEBlvGrny1"
215,,11000.0,,2700.0,,3:24 PM - 2 May 2016,"Will be in South Bend, Indiana in a short while -- big rally! See you soon!"
216,[seanhannity],8500.0,,2500.0,[INPrimary],2:56 PM - 2 May 2016,Will be interviewed on @seanhannity tonight at 10pmE. Enjoy! #INPrimary
217,,13000.0,"Indianapolis, IN",4500.0,[MakeAmericaGreatAgain],2:50 PM - 2 May 2016,"THANK YOU AMERICA!
#MakeAmericaGreatAgainpic.twitter.com/PvhGP2HmbN"
218,,9700.0,"Carmel, IN",3000.0,"[VoteTrump, INPrimary, MakeAmericaGreatAgain]",2:42 PM - 2 May 2016,"Thank you Carmel, Indiana! Get out & #VoteTrump tomorrow! #INPrimary #MakeAmericaGreatAgainpic.twitter.com/j07c4oYryG"
219,,27000.0,,11000.0,"[INPrimary, Trump2016]",12:57 PM - 2 May 2016,Honored to have received the endorsement of Lou Holtz - a great guy! #INPrimary #Trump2016pic.twitter.com/AeGyODb37O
220,,29000.0,"Indianapolis, IN",12000.0,"[Trump2016, MakeAmericaGreatAgain]",9:16 AM - 2 May 2016,"I will defeat Crooked Hillary Clinton on 11/8/2016. #Trump2016
#MakeAmericaGreatAgainpic.twitter.com/HtwD1FGn9e"
221,,17000.0,,4300.0,,7:27 AM - 2 May 2016,"I will be campaigning in Indiana all day. Things are looking great, and the support of Bobby Knight has been so amazing. Today will be fun!"
222,,29000.0,,11000.0,,7:06 AM - 2 May 2016,Everybody is talking about the protesters burning the American flags and proudly waving Mexican flags. I want America First - so do voters!
223,,16000.0,,5000.0,,4:21 AM - 2 May 2016,"Gov Mike Pence has just stated that Donald Trump has taken a strong stance on Hoosier jobs, and he thanks me! I will bring back jobs to USA."
224,,16000.0,,5500.0,,4:12 AM - 2 May 2016,"Crooked Hillary Clinton said she is used to ""dealing with men who get off the reservation."" Actually, she has done poorly with such men!"
225,"[CNN, NewDay]",7100.0,,1700.0,,3:42 AM - 2 May 2016,I will be interviewed on @CNN @NewDay  at 7:30 A.M. Enjoy!
226,,11000.0,,4000.0,[INPrimary],4:37 PM - 1 May 2016,"Join me in Carmel, Indiana- tomorrow at 4pm! #INPrimary
https://www.donaldjtrump.com/schedule/register/carmel-in/ …pic.twitter.com/ZiofZ2D6ck"
227,,18000.0,"Indiana, USA",6200.0,"[Trump2016, INPrimary]",2:31 PM - 1 May 2016,"Thank you Fort Wayne, Indiana!
#Trump2016 #INPrimarypic.twitter.com/mDGrmMmk5T"
228,,14000.0,,3900.0,[MakeAmericaGreatAgain],2:29 PM - 1 May 2016,"Thank you Terre Haute, Indiana!
#MakeAmericaGreatAgainpic.twitter.com/O6ELhlae3h"
229,[KarlRove],13000.0,,3800.0,,1:06 PM - 1 May 2016,".@KarlRove is a failed Jeb Bushy. Never says anything good & never will, even after I beat Hillary. Shouldn't be on the air!"
230,[FoxNewsSunday],12000.0,,3100.0,[FNS],9:29 AM - 1 May 2016,"I am on @FoxNewsSunday with Chris Wallace- his 20th year anniversary with #FNS, throughout the day. Enjoy!pic.twitter.com/hDzdDpZiRx"
231,,11000.0,,2900.0,,9:10 AM - 1 May 2016,"Will be in Terre Haute, Indiana in a short while -- big rally! See you soon!"
232,[FaceTheNation],14000.0,,4100.0,,8:47 AM - 1 May 2016,"I watched Sen. Graham @FaceTheNation. Why don't they say that I ran him out of the race like a little boy, and in the end he had no support?"
233,,17000.0,,6500.0,[Trump2016],6:59 AM - 1 May 2016,Thank you Indiana! #Trump2016pic.twitter.com/shPWexfkVX
234,,18000.0,,5700.0,,8:10 PM - 30 Apr 2016,I will be in Indiana on Sunday and Monday at four MAKE AMERICA GREAT AGAIN rallies. See you there!
235,"[MikeOzanian, FoxNews]",10000.0,,2600.0,,4:33 PM - 30 Apr 2016,Thank you @MikeOzanian for the nice comments on @FoxNews today. Great job!
236,,12000.0,,4500.0,"[Trump2016, MAGA]",1:50 PM - 30 Apr 2016,Trump locks down Delaware GOP delegates. #Trump2016 #MAGAhttp://www.delawareonline.com/story/news/politics/2016/04/30/trump-locks-down-state-gop-convention/83712702/?from=global&sessionKey=&autologin= …
237,,23000.0,,8300.0,,10:21 AM - 30 Apr 2016,The economy is bad and getting worse-almost ZERO growth this quarter. Nobody can beat me on the economy (and jobs). MAKE AMERICA GREAT AGAIN
238,,36000.0,,13000.0,,6:31 AM - 30 Apr 2016,"The ""protesters"" in California were thugs and criminals. Many are professionals. They should be dealt with strongly by law enforcement!"
239,[AC360],13000.0,,3100.0,,8:07 PM - 29 Apr 2016,".@AC360  Anderson, so amazing. Your mother is, and always has been, an incredible woman!"
240,,34000.0,,13000.0,,11:28 AM - 29 Apr 2016,We are now at 1001 delegates. We will win on the first ballot and are not wasting time and effort on other ballots because system is rigged!
241,,21000.0,,7900.0,[Trump2016],9:04 AM - 29 Apr 2016,Thank you Indiana! #Trump2016pic.twitter.com/WAuI0nRNzX
242,,26000.0,,10000.0,,6:46 AM - 29 Apr 2016,"Crooked Hillary Clinton, perhaps the most dishonest person to have ever run for the presidency, is also one of the all time great enablers!"
243,,19000.0,,6000.0,,4:22 AM - 29 Apr 2016,"Wow, the ridiculous deal made between Lyin'Ted Cruz and 1 for 42 John Kasich has just blown up. What a dumb deal - dead on arrival!"
244,,31000.0,"California, USA",10000.0,[Trump2016],9:24 PM - 28 Apr 2016,"Thank you Costa Mesa, California! 31,000 people tonight with thousands turned away. I will be back! #Trump2016pic.twitter.com/4P0tzvZn0e"
245,,12000.0,,4400.0,,9:08 PM - 28 Apr 2016,"New York Yankees President, Randy Levine: 'End of the Republican Party' If Donald Trump Not Nominated.  
http://www.newsmax.com/Newsmax-Tv/randy-levine-new-york-yankees-end-republican/2016/04/28/id/726336/ …"
246,[foxandfriends],14000.0,,4000.0,[INDPrimary],5:40 PM - 28 Apr 2016,I will be interviewed on @foxandfriends with the legendary Coach Bobby Knight- tomorrow morning. Enjoy! #INDPrimarypic.twitter.com/c9WVhfyMzs
